date,description,merchant,amount,category
2025-09-10,Amazon.in Order AMZ932,Amazon,2299.0,Shopping
2023-01-30,TNEB Bill Pay,TNEB,1420.0,Utilities
2024-06-04,BSNL FTTH,BSNL,799.0,Utilities
2025-10-07,IMPS - Rent Oct,House Rent,22000.0,Rent
2025-03-28,PVR Cinemas,PVR Cinemas,650.0,Entertainment
2023-08-02,BookMyShow,BookMyShow,840.0,Entertainment
2024-02-10,Fuel IOCL,Indian Oil,2400.0,Transport
2024-07-08,Myntra Order MYN1011,Myntra,2399.0,Shopping
2024-05-12,Zomato order 5829,Zomato,490.0,Food & Drink
2024-10-22,Spotify AB 92392,Spotify,119.0,Subscriptions
2025-03-27,Dunzo,Dunzo,870.0,Groceries
2024-08-14,RAPIDO RIDE 2317,Rapido,110.0,Transport
2023-02-15,zomato,Zomato,260.0,Food & Drink
2023-06-19,ACT Fibernet,ACT Fibernet,1049.0,Utilities
2023-09-01,BigBazaar Purchase,BigBazaar,3450.0,Groceries
2023-01-01,MedPlus Bill,MedPlus,380.0,Health
2024-07-16,Starbucks,Starbucks,510.0,Food & Drink
2024-04-04,swiggy food,Swiggy,640.0,Food & Drink
2023-10-10,Amazon Prime,Amazon Prime,299.0,Subscriptions
2025-03-03,FLIPKART Order FK2404,Flipkart,530.0,Shopping
2024-08-08,Dominos Pizza,Dominos,800.0,Food & Drink
2023-02-21,Uber Ride 20250221,Uber,170.0,Transport
2023-09-20,Local Tea Shop,Local Tea Shop,60.0,Food & Drink
2025-05-27,CMRL Metro Card,Chennai Metro,300.0,Transport
2024-01-20,More Supermarket,More Supermarket,2000.0,Groceries
2024-07-28,ZARA,Zara,5300.0,Shopping
2023-04-17,swiggy instamart,Swiggy,400.0,Groceries
2025-10-05,Doctor's Visit,Local Clinic,800.0,Health
2023-03-10,Uber Auto,Uber,140.0,Transport
2025-08-20,Disney+ Hotstar,Hotstar,499.0,Subscriptions
2024-05-06,ATM WITHDRAWAL,ATM,4000.0,Miscellaneous
2023-01-03,Pizza Hut,Pizza Hut,940.0,Food & Drink
2025-09-12,Zomato order 9930,Zomato,310.0,Food & Drink
2025-03-06,H&M,H&M,2500.0,Shopping
2024-07-03,Water Tax,CMWSSB,150.0,Utilities
2024-10-17,Ola Cabs 2354,Ola,350.0,Transport
2024-02-17,Licious,Licious,710.0,Groceries
2023-08-16,The Hindu,The Hindu,999.0,Subscriptions
2024-04-24,Shell Fuel,Shell,1800.0,Transport
2023-09-22,swiggy order,Swiggy,520.0,Food & Drink
2025-01-19,amazon.in,Amazon,1199.0,Shopping
2025-07-12,Apollo Pharmacy,Apollo Pharmacy,240.0,Health
2025-05-10,Reliance Fresh,Reliance Fresh,1000.0,Groceries
2025-10-08,Steam Purchase,Steam Games,1699.0,Entertainment
2024-03-15,Uber Ride,Uber,250.0,Transport
2024-08-27,Zomato,Zomato,370.0,Food & Drink
2025-02-14,Milk delivery,Local Mart,1230.0,Groceries
2023-06-24,Mobile Recharge,Jio,299.0,Bills
2025-09-15,Google Cloud,Google,150.0,Subscriptions
2025-04-20,Gym Membership,Fitness First,2500.0,Health
2025-01-28,flipkart,Flipkart,1300.0,Shopping
2024-07-21,Rapido 2408,Rapido,100.0,Transport
2023-05-17,Cafe Coffee Day,Cafe Coffee Day,350.0,Food & Drink
2023-10-14,Zomato,Zomato,540.0,Food & Drink
2024-02-26,BigBazaar,BigBazaar,2800.0,Groceries
2024-08-09,amazon pay,Amazon,830.0,Shopping
2025-04-06,NETFLIX.COM,Netflix,199.0,Subscriptions
2023-09-17,UPI to Friend,Miscellaneous,2500.0,Miscellaneous
2025-03-21,uber trip,Uber,220.0,Transport
2025-06-14,Swiggy,Swiggy,430.0,Food & Drink
2024-01-05,MedPlus,MedPlus,190.0,Health
2024-08-11,More Supermarket,More Supermarket,2350.0,Groceries
2023-04-14,Myntra,Myntra,3600.0,Shopping
2023-09-19,TNEB Bill,TNEB,1150.0,Utilities
2025-02-05,PVR Cinemas,PVR Cinemas,510.0,Entertainment
2024-07-19,Zomato order,Zomato,750.0,Food & Drink
2023-05-15,House Rent,House Rent,22000.0,Rent
2024-10-11,Uber,Uber,160.0,Transport
2025-03-30,Groceries from Dunzo,Dunzo,970.0,Groceries
2025-08-24,Spotify,Spotify,119.0,Subscriptions
2023-01-21,Dominos,Dominos,640.0,Food & Drink
2025-06-26,Ola Ride,Ola,280.0,Transport
2023-09-08,Swiggy Instamart,Swiggy,460.0,Groceries
2023-02-18,Amazon.in,Amazon,1900.0,Shopping
2025-07-22,Zomato,Zomato,330.0,Food & Drink
2024-04-29,BSNL Bill,BSNL,799.0,Utilities
2025-10-13,Apollo Pharmacy,Apollo Pharmacy,600.0,Health
2023-03-12,uber auto,Uber,115.0,Transport
2025-08-18,BigBazaar,BigBazaar,3800.0,Groceries
2023-01-17,flipkart,Flipkart,2600.0,Shopping
2025-06-17,swiggy,Swiggy,350.0,Food & Drink
2024-09-13,Local Tea Stall,Local Tea Shop,60.0,Food & Drink
2023-02-27,Rapido,Rapido,130.0,Transport
2025-07-05,Netflix,Netflix,199.0,Subscriptions
2023-04-30,Zomato Order #2353,Zomato,390.0,Food & Drink
2023-09-28,Uber Trip 20250928,Uber,210.0,Transport
2023-01-08,Reliance Fresh,Reliance Fresh,1500.0,Groceries
2024-06-07,Swiggy Foods,Swiggy,580.0,Food & Drink
2023-03-07,Apollo Pharmacy,Apollo Pharmacy,350.0,Health
2025-08-05,Ola Cabs,Ola,230.0,Transport
2024-04-05,Cafe Coffee Day,Cafe Coffee Day,340.0,Food & Drink
2023-09-05,Amazon.in Order AMZ933,Amazon,2399.0,Shopping
2024-01-24,TNEB Bill Pay,TNEB,1430.0,Utilities
2023-06-18,BSNL FTTH,BSNL,799.0,Utilities
2024-10-09,IMPS - Rent Oct,House Rent,22000.0,Rent
2023-03-26,PVR Cinemas,PVR Cinemas,660.0,Entertainment
2024-08-25,BookMyShow,BookMyShow,850.0,Entertainment
2024-02-09,Fuel IOCL,Indian Oil,2500.0,Transport
2025-07-14,Myntra Order MYN1012,Myntra,2499.0,Shopping
2024-05-22,Zomato order 5830,Zomato,500.0,Food & Drink
2024-10-18,Spotify AB 92393,Spotify,119.0,Subscriptions
2023-03-14,Dunzo,Dunzo,880.0,Groceries
2024-08-13,RAPIDO RIDE 2318,Rapido,120.0,Transport
2023-02-01,zomato,Zomato,270.0,Food & Drink
2023-06-11,ACT Fibernet,ACT Fibernet,1049.0,Utilities
2025-09-14,BigBazaar Purchase,BigBazaar,3500.0,Groceries
2024-01-16,MedPlus Bill,MedPlus,390.0,Health
2025-07-07,Starbucks,Starbucks,520.0,Food & Drink
2025-04-13,swiggy food,Swiggy,650.0,Food & Drink
2024-10-06,Amazon Prime,Amazon Prime,299.0,Subscriptions
2023-03-27,FLIPKART Order FK2405,Flipkart,550.0,Shopping
2025-08-01,Dominos Pizza,Dominos,810.0,Food & Drink
2025-02-23,Uber Ride 20250223,Uber,180.0,Transport
2023-09-16,Local Tea Shop,Local Tea Shop,70.0,Food & Drink
2025-05-29,CMRL Metro Card,Chennai Metro,300.0,Transport
2023-01-27,More Supermarket,More Supermarket,2100.0,Groceries
2024-07-30,ZARA,Zara,5400.0,Shopping
2024-04-23,swiggy instamart,Swiggy,410.0,Groceries
2023-10-02,Doctor's Visit,Local Clinic,800.0,Health
2023-03-17,Uber Auto,Uber,150.0,Transport
2023-08-17,Disney+ Hotstar,Hotstar,499.0,Subscriptions
2023-05-13,ATM WITHDRAWAL,ATM,4500.0,Miscellaneous
2025-01-15,Pizza Hut,Pizza Hut,950.0,Food & Drink
2025-09-10,Zomato order 9931,Zomato,320.0,Food & Drink
2023-03-18,H&M,H&M,2600.0,Shopping
2023-07-20,Water Tax,CMWSSB,150.0,Utilities
2025-10-12,Ola Cabs 2355,Ola,360.0,Transport
2024-02-11,Licious,Licious,720.0,Groceries
2023-08-10,The Hindu,The Hindu,999.0,Subscriptions
2024-04-09,Shell Fuel,Shell,1900.0,Transport
2023-09-24,swiggy order,Swiggy,530.0,Food & Drink
2023-01-26,amazon.in,Amazon,1299.0,Shopping
2024-07-08,Apollo Pharmacy,Apollo Pharmacy,250.0,Health
2025-05-03,Reliance Fresh,Reliance Fresh,1020.0,Groceries
2023-10-04,Steam Purchase,Steam Games,1799.0,Entertainment
2023-03-25,Uber Ride,Uber,260.0,Transport
2024-08-22,Zomato,Zomato,380.0,Food & Drink
2023-06-28,Mobile Recharge,Airtel,399.0,Bills
2023-09-11,Google Cloud,Google,150.0,Subscriptions
2025-04-11,Gym Membership,Fitness First,2500.0,Health
2023-01-04,flipkart,Flipkart,1400.0,Shopping
2023-07-13,Rapido 2409,Rapido,110.0,Transport
2025-10-01,Zomato,Zomato,550.0,Food & Drink
2024-02-28,BigBazaar,BigBazaar,2900.0,Groceries
2023-08-06,amazon pay,Amazon,840.0,Shopping
2024-04-28,NETFLIX.COM,Netflix,199.0,Subscriptions
2024-09-10,UPI to Friend,Miscellaneous,3000.0,Miscellaneous
2025-03-09,uber trip,Uber,230.0,Transport
2024-06-03,Swiggy,Swiggy,440.0,Food & Drink
2023-01-18,MedPlus,MedPlus,200.0,Health
2025-08-04,More Supermarket,More Supermarket,2400.0,Groceries
2024-04-18,Myntra,Myntra,3700.0,Shopping
2023-09-07,TNEB Bill,TNEB,1200.0,Utilities
2025-02-20,PVR Cinemas,PVR Cinemas,520.0,Entertainment
2023-07-11,Zomato order,Zomato,760.0,Food & Drink
2025-05-25,House Rent,House Rent,22000.0,Rent
2025-10-07,Uber,Uber,170.0,Transport
2025-03-02,Groceries from Dunzo,Dunzo,980.0,Groceries
2025-08-21,Spotify,Spotify,119.0,Subscriptions
2023-01-13,Dominos,Dominos,650.0,Food & Drink
2023-06-15,Ola Ride,Ola,290.0,Transport
2025-09-02,Swiggy Instamart,Swiggy,470.0,Groceries
2025-02-16,Amazon.in,Amazon,2000.0,Shopping
2023-07-17,Zomato,Zomato,340.0,Food & Drink
2023-04-19,BSNL Bill,BSNL,799.0,Utilities
2023-10-05,Apollo Pharmacy,Apollo Pharmacy,610.0,Health
2025-03-04,uber auto,Uber,125.0,Transport
2024-08-12,BigBazaar,BigBazaar,3900.0,Groceries
2024-01-29,flipkart,Flipkart,2700.0,Shopping
2025-06-08,swiggy,Swiggy,360.0,Food & Drink
2025-09-27,Local Tea Stall,Local Tea Shop,70.0,Food & Drink
2024-02-04,Rapido,Rapido,135.0,Transport
2025-07-25,Netflix,Netflix,199.0,Subscriptions
2023-04-22,Zomato Order #2354,Zomato,400.0,Food & Drink
2024-09-23,Uber Trip 20250923,Uber,220.0,Transport
2025-01-11,Reliance Fresh,Reliance Fresh,1550.0,Groceries
2023-06-21,Swiggy Foods,Swiggy,590.0,Food & Drink
2024-03-23,Apollo Pharmacy,Apollo Pharmacy,360.0,Health
2025-08-29,Ola Cabs,Ola,240.0,Transport
2024-04-26,Cafe Coffee Day,Cafe Coffee Day,350.0,Food & Drink
2025-09-29,Amazon.in Order AMZ934,Amazon,2499.0,Shopping
2024-01-07,TNEB Bill Pay,TNEB,1440.0,Utilities
2025-06-13,BSNL FTTH,BSNL,799.0,Utilities
2025-10-16,IMPS - Rent Oct,House Rent,22000.0,Rent
2023-03-13,PVR Cinemas,PVR Cinemas,670.0,Entertainment
2025-08-19,BookMyShow,BookMyShow,860.0,Entertainment
2023-02-13,Fuel IOCL,Indian Oil,2600.0,Transport
2023-07-02,Myntra Order MYN1013,Myntra,2599.0,Shopping
2024-05-20,Zomato order 5831,Zomato,510.0,Food & Drink
2024-10-15,Spotify AB 92394,Spotify,119.0,Subscriptions
2025-03-08,Dunzo,Dunzo,890.0,Groceries
2023-08-08,RAPIDO RIDE 2319,Rapido,130.0,Transport
2023-02-22,zomato,Zomato,280.0,Food & Drink
2024-06-06,ACT Fibernet,ACT Fibernet,1049.0,Utilities
2025-09-26,BigBazaar Purchase,BigBazaar,3600.0,Groceries
2025-01-09,MedPlus Bill,MedPlus,400.0,Health
2024-07-10,Starbucks,Starbucks,530.0,Food & Drink
2023-04-01,swiggy food,Swiggy,660.0,Food & Drink
2024-10-03,Amazon Prime,Amazon Prime,299.0,Subscriptions
2024-03-11,FLIPKART Order FK2406,Flipkart,570.0,Shopping
2023-08-28,Dominos Pizza,Dominos,820.0,Food & Drink
2025-02-10,Uber Ride 20250210,Uber,190.0,Transport
2023-09-11,Local Tea Shop,Local Tea Shop,80.0,Food & Drink
2024-05-18,CMRL Metro Card,Chennai Metro,300.0,Transport
2023-01-22,More Supermarket,More Supermarket,2200.0,Groceries
2024-07-27,ZARA,Zara,5500.0,Shopping
2024-04-16,swiggy instamart,Swiggy,420.0,Groceries
2025-10-20,Doctor's Visit,Local Clinic,800.0,Health
2024-03-22,Uber Auto,Uber,160.0,Transport
2023-08-14,Disney+ Hotstar,Hotstar,499.0,Subscriptions
2025-05-08,ATM WITHDRAWAL,ATM,5000.0,Miscellaneous
2023-01-31,Pizza Hut,Pizza Hut,960.0,Food & Drink
2024-09-06,Zomato order 9932,Zomato,330.0,Food & Drink
2024-03-20,H&M,H&M,2700.0,Shopping
2024-07-16,Water Tax,CMWSSB,150.0,Utilities
2023-10-21,Ola Cabs 2356,Ola,370.0,Transport
2024-02-24,Licious,Licious,730.0,Groceries
2023-08-03,The Hindu,The Hindu,999.0,Subscriptions
2024-04-27,Shell Fuel,Shell,2000.0,Transport
2025-09-18,swiggy order,Swiggy,540.0,Food & Drink
2025-01-02,amazon.in,Amazon,1399.0,Shopping
2024-07-24,Apollo Pharmacy,Apollo Pharmacy,260.0,Health
2025-05-26,Reliance Fresh,Reliance Fresh,1040.0,Groceries
2025-10-31,Steam Purchase,Steam Games,1899.0,Entertainment
2025-03-05,Uber Ride,Uber,270.0,Transport
2023-08-15,Zomato,Zomato,390.0,Food & Drink
2025-02-19,Milk delivery,Local Mart,1250.0,Groceries
2025-06-17,Mobile Recharge,Airtel,499.0,Bills
2024-09-04,Google Cloud,Google,150.0,Subscriptions
2023-04-25,Gym Membership,Fitness First,2500.0,Health
2023-01-12,flipkart,Flipkart,1500.0,Shopping
2023-07-31,Rapido 2410,Rapido,120.0,Transport
2025-05-11,Cafe Coffee Day,Cafe Coffee Day,370.0,Food & Drink
2023-10-27,Zomato,Zomato,560.0,Food & Drink
2024-02-03,BigBazaar,BigBazaar,3000.0,Groceries
2025-08-26,amazon pay,Amazon,850.0,Shopping
2025-04-15,NETFLIX.COM,Netflix,199.0,Subscriptions
2025-09-21,UPI to Friend,Miscellaneous,3500.0,Miscellaneous
2023-03-29,uber trip,Uber,240.0,Transport
2024-06-29,Swiggy,Swiggy,450.0,Food & Drink
2024-01-30,MedPlus,MedPlus,210.0,Health
2025-08-31,More Supermarket,More Supermarket,2450.0,Groceries
2023-04-03,Myntra,Myntra,3800.0,Shopping
2025-09-30,TNEB Bill,TNEB,1250.0,Utilities
2024-02-25,PVR Cinemas,PVR Cinemas,530.0,Entertainment
2025-07-04,Zomato order,Zomato,770.0,Food & Drink
2024-05-07,House Rent,House Rent,22000.0,Rent
2023-10-23,Uber,Uber,180.0,Transport
2023-03-19,Groceries from Dunzo,Dunzo,990.0,Groceries
2023-08-07,Spotify,Spotify,119.0,Subscriptions
2025-01-23,Dominos,Dominos,660.0,Food & Drink
2024-06-10,Ola Ride,Ola,300.0,Transport
2025-09-25,Swiggy Instamart,Swiggy,480.0,Groceries
2024-02-08,Amazon.in,Amazon,2100.0,Shopping
2025-07-13,Zomato,Zomato,350.0,Food & Drink
2024-04-08,BSNL Bill,BSNL,799.0,Utilities
2023-10-19,Apollo Pharmacy,Apollo Pharmacy,620.0,Health
2023-03-28,uber auto,Uber,135.0,Transport
2025-08-02,BigBazaar,BigBazaar,4000.0,Groceries
2024-01-06,flipkart,Flipkart,2800.0,Shopping
2024-06-02,swiggy,Swiggy,370.0,Food & Drink
2023-09-03,Local Tea Stall,Local Tea Shop,80.0,Food & Drink
2024-02-12,Rapido,Rapido,140.0,Transport
2025-07-29,Netflix,Netflix,199.0,Subscriptions
2025-04-10,Zomato Order #2355,Zomato,410.0,Food & Drink
2023-09-16,Uber Trip 20250916,Uber,230.0,Transport
2023-01-10,Reliance Fresh,Reliance Fresh,1600.0,Groceries
2024-06-25,Swiggy Foods,Swiggy,600.0,Food & Drink
2024-03-01,Apollo Pharmacy,Apollo Pharmacy,370.0,Health
2025-08-23,Ola Cabs,Ola,250.0,Transport
2024-04-12,Cafe Coffee Day,Cafe Coffee Day,360.0,Food & Drink
2023-09-01,Amazon.in Order AMZ935,Amazon,2599.0,Shopping
2025-01-14,TNEB Bill Pay,TNEB,1450.0,Utilities
2024-06-27,BSNL FTTH,BSNL,799.0,Utilities
2023-10-04,IMPS - Rent Oct,House Rent,22000.0,Rent
2025-03-24,PVR Cinemas,PVR Cinemas,680.0,Entertainment
2024-08-20,BookMyShow,BookMyShow,870.0,Entertainment
2023-02-15,Fuel IOCL,Indian Oil,2700.0,Transport
2023-07-26,Myntra Order MYN1014,Myntra,2699.0,Shopping
2024-05-14,Zomato order 5832,Zomato,520.0,Food & Drink
2023-10-10,Spotify AB 92395,Spotify,119.0,Subscriptions
2023-03-16,Dunzo,Dunzo,900.0,Groceries
2024-08-11,RAPIDO RIDE 2320,Rapido,140.0,Transport
2025-02-06,zomato,Zomato,290.0,Food & Drink
2025-06-23,ACT Fibernet,ACT Fibernet,1049.0,Utilities
2025-09-18,BigBazaar Purchase,BigBazaar,3700.0,Groceries
2024-01-25,MedPlus Bill,MedPlus,410.0,Health
2025-07-01,Starbucks,Starbucks,540.0,Food & Drink
2025-04-29,swiggy food,Swiggy,670.0,Food & Drink
2024-10-24,Amazon Prime,Amazon Prime,299.0,Subscriptions
2023-03-06,FLIPKART Order FK2407,Flipkart,590.0,Shopping
2025-08-24,Dominos Pizza,Dominos,830.0,Food & Drink
2024-02-26,Uber Ride 20250226,Uber,200.0,Transport
2024-09-09,Local Tea Shop,Local Tea Shop,90.0,Food & Drink
2023-05-16,CMRL Metro Card,Chennai Metro,300.0,Transport
2023-01-14,More Supermarket,More Supermarket,2300.0,Groceries
2025-07-18,ZARA,Zara,5600.0,Shopping
2025-04-07,swiggy instamart,Swiggy,430.0,Groceries
2024-10-25,Doctor's Visit,Local Clinic,800.0,Health
2024-03-03,Uber Auto,Uber,170.0,Transport
2023-08-19,Disney+ Hotstar,Hotstar,499.0,Subscriptions
2025-05-24,ATM WITHDRAWAL,ATM,5500.0,Miscellaneous
2025-01-07,Pizza Hut,Pizza Hut,970.0,Food & Drink
2024-09-23,Zomato order 9933,Zomato,340.0,Food & Drink
2023-03-10,H&M,H&M,2800.0,Shopping
2023-07-15,Water Tax,CMWSSB,150.0,Utilities
2023-10-12,Ola Cabs 2357,Ola,380.0,Transport
2024-02-05,Licious,Licious,740.0,Groceries
2025-08-30,The Hindu,The Hindu,999.0,Subscriptions
2025-04-24,Shell Fuel,Shell,2100.0,Transport
2025-09-04,swiggy order,Swiggy,550.0,Food & Drink
2024-01-20,amazon.in,Amazon,1499.0,Shopping
2023-07-27,Apollo Pharmacy,Apollo Pharmacy,270.0,Health
2025-05-05,Reliance Fresh,Reliance Fresh,1060.0,Groceries
2024-10-29,Steam Purchase,Steam Games,1999.0,Entertainment
2023-03-27,Uber Ride,Uber,280.0,Transport
2023-08-09,Zomato,Zomato,400.0,Food & Drink
2024-02-17,Milk delivery,Local Mart,1260.0,Groceries
2025-06-19,Mobile Recharge,Airtel,599.0,Bills
2025-09-28,Google Cloud,Google,150.0,Subscriptions
2023-04-02,Gym Membership,Fitness First,2500.0,Health
2024-01-23,flipkart,Flipkart,1600.0,Shopping
2025-07-10,Rapido 2411,Rapido,130.0,Transport
2024-05-31,Cafe Coffee Day,Cafe Coffee Day,380.0,Food & Drink
2025-10-22,Zomato,Zomato,570.0,Food & Drink
2024-02-16,BigBazaar,BigBazaar,3100.0,Groceries
2024-08-17,amazon pay,Amazon,860.0,Shopping
2023-04-04,NETFLIX.COM,Netflix,199.0,Subscriptions
2023-09-08,UPI to Friend,Miscellaneous,4000.0,Miscellaneous
2024-03-15,uber trip,Uber,250.0,Transport
2023-06-05,Swiggy,Swiggy,460.0,Food & Drink
2024-01-03,MedPlus,MedPlus,220.0,Health
2023-08-25,More Supermarket,More Supermarket,2500.0,Groceries
2025-04-20,Myntra,Myntra,3900.0,Shopping
2025-09-22,TNEB Bill,TNEB,1300.0,Utilities
2025-02-18,PVR Cinemas,PVR Cinemas,540.0,Entertainment
2023-07-28,Zomato order,Zomato,780.0,Food & Drink
2025-05-02,House Rent,House Rent,22000.0,Rent
2024-10-17,Uber,Uber,190.0,Transport
2024-03-07,Groceries from Dunzo,Dunzo,1000.0,Groceries
2025-08-16,Spotify,Spotify,119.0,Subscriptions
2024-01-22,Dominos,Dominos,670.0,Food & Drink
2025-06-12,Ola Ride,Ola,310.0,Transport
2024-09-24,Swiggy Instamart,Swiggy,490.0,Groceries
2024-02-23,Amazon.in,Amazon,2200.0,Shopping
2024-07-06,Zomato,Zomato,360.0,Food & Drink
2025-04-21,BSNL Bill,BSNL,799.0,Utilities
2023-10-26,Apollo Pharmacy,Apollo Pharmacy,630.0,Health
2024-03-20,uber auto,Uber,145.0,Transport
2023-08-13,BigBazaar,BigBazaar,4100.0,Groceries
2023-01-18,flipkart,Flipkart,2900.0,Shopping
2025-06-20,swiggy,Swiggy,380.0,Food & Drink
2023-09-01,Local Tea Stall,Local Tea Shop,90.0,Food & Drink
2024-02-08,Rapido,Rapido,150.0,Transport
2023-07-12,Netflix,Netflix,199.0,Subscriptions
2023-04-17,Zomato Order #2356,Zomato,420.0,Food & Drink
2024-09-12,Uber Trip 20250912,Uber,240.0,Transport
2023-01-28,Reliance Fresh,Reliance Fresh,1650.0,Groceries
2023-06-14,Swiggy Foods,Swiggy,610.0,Food & Drink
2025-03-26,Apollo Pharmacy,Apollo Pharmacy,380.0,Health
2024-08-07,Ola Cabs,Ola,260.0,Transport
2024-04-28,Cafe Coffee Day,Cafe Coffee Day,370.0,Food & Drink
2023-09-20,Amazon.in Order AMZ936,Amazon,2699.0,Shopping
2025-01-09,TNEB Bill Pay,TNEB,1460.0,Utilities
2023-06-09,BSNL FTTH,BSNL,799.0,Utilities
2024-10-08,IMPS - Rent Oct,House Rent,22000.0,Rent
2024-03-05,PVR Cinemas,PVR Cinemas,690.0,Entertainment
2023-08-10,BookMyShow,BookMyShow,880.0,Entertainment
2024-02-21,Fuel IOCL,Indian Oil,2800.0,Transport
2025-07-23,Myntra Order MYN1015,Myntra,2799.0,Shopping
2024-05-30,Zomato order 5833,Zomato,530.0,Food & Drink
2025-10-30,Spotify AB 92396,Spotify,119.0,Subscriptions
2024-03-12,Dunzo,Dunzo,910.0,Groceries
2024-08-27,RAPIDO RIDE 2321,Rapido,150.0,Transport
2025-02-19,zomato,Zomato,300.0,Food & Drink
2024-06-26,ACT Fibernet,ACT Fibernet,1049.0,Utilities
2024-09-07,BigBazaar Purchase,BigBazaar,3800.0,Groceries
2025-01-11,MedPlus Bill,MedPlus,420.0,Health
2024-07-21,Starbucks,Starbucks,550.0,Food & Drink
2023-04-26,swiggy food,Swiggy,680.0,Food & Drink
2025-10-13,Amazon Prime,Amazon Prime,299.0,Subscriptions
2025-03-21,FLIPKART Order FK2408,Flipkart,610.0,Shopping
2024-08-19,Dominos Pizza,Dominos,840.0,Food & Drink
2024-02-02,Uber Ride 20250202,Uber,210.0,Transport
2023-09-26,Local Tea Shop,Local Tea Shop,100.0,Food & Drink
2024-05-10,CMRL Metro Card,Chennai Metro,300.0,Transport
2024-01-30,More Supermarket,More Supermarket,2400.0,Groceries
2025-07-09,ZARA,Zara,5700.0,Shopping
2025-04-06,swiggy instamart,Swiggy,440.0,Groceries
2024-03-18,Uber Auto,Uber,180.0,Transport
2025-08-06,Disney+ Hotstar,Hotstar,499.0,Subscriptions
2024-05-01,ATM WITHDRAWAL,ATM,6000.0,Miscellaneous
2025-01-24,Pizza Hut,Pizza Hut,980.0,Food & Drink
2024-09-05,Zomato order 9934,Zomato,350.0,Food & Drink
2024-03-29,H&M,H&M,2900.0,Shopping
2024-07-05,Water Tax,CMWSSB,150.0,Utilities
2023-10-03,Ola Cabs 2358,Ola,390.0,Transport
2023-02-13,Licious,Licious,750.0,Groceries
2023-08-12,The Hindu,The Hindu,999.0,Subscriptions
2023-04-18,Shell Fuel,Shell,2200.0,Transport
2024-09-17,swiggy order,Swiggy,560.0,Food & Drink
2023-01-12,amazon.in,Amazon,1599.0,Shopping
2023-07-03,Apollo Pharmacy,Apollo Pharmacy,280.0,Health
2023-05-28,Reliance Fresh,Reliance Fresh,1080.0,Groceries
2024-10-16,Steam Purchase,Steam Games,2099.0,Entertainment
2024-03-17,Uber Ride,Uber,290.0,Transport
2024-08-14,Zomato,Zomato,410.0,Food & Drink
2024-02-04,Milk delivery,Local Mart,1270.0,Groceries
2023-06-16,Mobile Recharge,Airtel,699.0,Bills
2025-09-19,Google Cloud,Google,150.0,Subscriptions
2025-04-30,Gym Membership,Fitness First,2500.0,Health
2024-01-08,flipkart,Flipkart,1700.0,Shopping
2023-07-24,Rapido 2412,Rapido,140.0,Transport
2024-05-09,Cafe Coffee Day,Cafe Coffee Day,390.0,Food & Drink
2024-10-09,Zomato,Zomato,580.0,Food & Drink
2024-02-10,BigBazaar,BigBazaar,3200.0,Groceries
2024-08-01,amazon pay,Amazon,870.0,Shopping
2024-04-01,NETFLIX.COM,Netflix,199.0,Subscriptions
2025-09-02,UPI to Friend,Miscellaneous,4500.0,Miscellaneous
2024-03-08,uber trip,Uber,260.0,Transport
2024-06-30,Swiggy,Swiggy,470.0,Food & Drink
2023-01-16,MedPlus,MedPlus,230.0,Health
2024-08-28,More Supermarket,More Supermarket,2550.0,Groceries
2023-04-23,Myntra,Myntra,4000.0,Shopping
2025-09-15,TNEB Bill,TNEB,1350.0,Utilities
2024-02-07,PVR Cinemas,PVR Cinemas,550.0,Entertainment
2025-07-25,Zomato order,Zomato,790.0,Food & Drink
2025-05-27,House Rent,House Rent,22000.0,Rent
2025-10-14,Uber,Uber,200.0,Transport
2023-03-14,Groceries from Dunzo,Dunzo,1010.0,Groceries
2023-08-11,Spotify,Spotify,119.0,Subscriptions
2023-01-01,Dominos,Dominos,680.0,Food & Drink
2024-06-04,Ola Ride,Ola,320.0,Transport
2023-09-13,Swiggy Instamart,Swiggy,500.0,Groceries
2025-02-11,Amazon.in,Amazon,2300.0,Shopping
2025-07-30,Zomato,Zomato,370.0,Food & Drink
2025-04-22,BSNL Bill,BSNL,799.0,Utilities
2023-10-11,Apollo Pharmacy,Apollo Pharmacy,640.0,Health
2023-03-13,uber auto,Uber,155.0,Transport
2024-08-29,BigBazaar,BigBazaar,4200.0,Groceries
2025-01-27,flipkart,Flipkart,3000.0,Shopping
2024-06-13,swiggy,Swiggy,390.0,Food & Drink
2024-09-29,Local Tea Stall,Local Tea Shop,100.0,Food & Drink
2025-02-28,Rapido,Rapido,160.0,Transport
2025-07-08,Netflix,Netflix,199.0,Subscriptions
2024-04-11,Zomato Order #2357,Zomato,430.0,Food & Drink
2023-09-09,Uber Trip 20250909,Uber,250.0,Transport
2025-01-26,Reliance Fresh,Reliance Fresh,1700.0,Groceries
2023-06-01,Swiggy Foods,Swiggy,620.0,Food & Drink
2025-03-17,Apollo Pharmacy,Apollo Pharmacy,390.0,Health
2023-08-18,Ola Cabs,Ola,270.0,Transport
2024-04-10,Cafe Coffee Day,Cafe Coffee Day,380.0,Food & Drink
2025-09-27,Amazon.in Order AMZ937,Amazon,2799.0,Shopping
2025-01-21,TNEB Bill Pay,TNEB,1470.0,Utilities
2025-06-24,BSNL FTTH,BSNL,799.0,Utilities
2024-10-24,IMPS - Rent Nov,House Rent,22000.0,Rent
