date,description,merchant,amount,category
2023-11-04,Lab Test 371,Thyrocare,1173.97,Health
2025-08-16,Licious Purchase 10059,Licious,1016.0,Groceries
2024-03-23,Apollo Pharmacy,Apollo Pharmacy,360.0,Health
2024-03-17,Uber Ride,Uber,290.0,Transport
2023-12-30,Amazon Prime renewal 10060,Amazon Prime,1499.0,Subscriptions
2025-05-31,flipkart,Flipkart,1299.0,Shopping
2025-12-23,Order Blinkit 10035,Blinkit,825.0,Groceries
2023-04-01,Swiggy order 6554,Ola,381.0,Food & Drink
2025-04-07,Shell Fuel,Shell,2300.0,Transport
2023-03-31,Charity Donation 969,Charity,991.17,Miscellaneous
2023-09-18,UPI to Friend 947,UPI,520.34,Miscellaneous
2024-04-29,BSNL Bill,BSNL,799.0,Utilities
2025-01-02,Postpaid Bill 752,Airtel,527.98,Bills
2025-03-17,Flipkart Order 3266,Flipkart,1671.0,Shopping
2024-09-02,Uber Trip 20250902,Uber,160.0,Transport
2023-10-28,Amazon.in,Amazon,1500.0,Shopping
2025-12-05,Fuel IOCL,Indian Oil,2200.0,Transport
2023-07-18,Apollo Pharmacy,Apollo Pharmacy,230.0,Health
2023-10-22,BigBazaar,BigBazaar,2400.0,Groceries
2024-02-03,Flipkart Order 9815,Flipkart,1671.0,Shopping
2024-08-29,BigBazaar,BigBazaar,4200.0,Groceries
2025-02-21,Movie Ticket 343,BookMyShow,282.8,Entertainment
2023-01-06,Rapido Ride 4945,Rapido,69.0,Transport
2024-05-12,Croma.com Inv#10170,Croma,6907.0,Shopping
2024-06-14,Courier Charges 858,DTDC,106.26,Miscellaneous
2025-02-12,Swiggy Foods,Swiggy,560.0,Food & Drink
2024-10-08,zomato order,Zomato,210.0,Food & Drink
2024-12-14,Gift Purchase 152,Archies,416.76,Miscellaneous
2025-05-29,CMRL Metro Card,Chennai Metro,300.0,Transport
2023-11-09,Pizza Hut Bill 10130,Pizza Hut,523.0,Food & Drink
2024-08-08,Steam Purchase 10284,Steam Games,1130.0,Entertainment
2025-03-19,Broadband Bill 951,ACT Fibernet,953.35,Bills
2025-06-09,Swiggy,Swiggy,420.0,Food & Drink
2023-01-06,Pizza Hut Bill,Pizza Hut,592.0,Food & Drink
2024-02-26,House Rent Feb,House Rent,20000.0,Rent
2023-05-26,Amazon.in Order AMZ10188,Amazon,570.0,Shopping
2024-10-21,Zomato,Zomato,500.0,Food & Drink
2025-06-13,BSNL FTTH,BSNL,799.0,Utilities
2024-11-23,More Supermarket,More Supermarket,2200.0,Groceries
2024-02-26,Uber Ride 20250226,Uber,200.0,Transport
2024-01-25,Doctor Consultation 136,Practo,522.82,Health
2023-06-28,Credit Card Bill 293,HDFC Bank,5065.87,Bills
2023-09-22,swiggy order,Swiggy,520.0,Food & Drink
2025-01-26,Dominos Bill,Dominos,924.0,Food & Drink
2025-04-13,swiggy food,Swiggy,650.0,Food & Drink
2025-08-14,Ola Auto 10181,Ola,147.0,Transport
2025-07-25,Shell Fuel,Shell,1800.0,Transport
2024-12-31,BigBazaar Purchase 10057,BigBazaar,2281.0,Groceries
2025-07-03,Credit Card Bill 708,HDFC Bank,4677.78,Bills
2023-04-28,Repair Services 889,Urban Company,384.32,Miscellaneous
2023-01-28,Amusement Park 221,Wonderla,1176.93,Entertainment
2024-03-08,Charity Donation 108,Charity,1020.14,Miscellaneous
2023-08-21,The Hindu,The Hindu,999.0,Subscriptions
2025-12-17,House Rent Apr,House Rent,18415.84,Rent
2024-08-13,Croma.com Inv#10290,Croma,6272.0,Shopping
2024-12-16,Movie Ticket 794,BookMyShow,315.24,Entertainment
2023-11-09,Amazon Prime,Amazon Prime,299.0,Subscriptions
2024-05-14,Jio Postpaid Bill,Jio,499.0,Bills
2024-10-12,Ola Ride ID10019,Ola,236.0,Transport
2024-08-14,Zomato,Zomato,410.0,Food & Drink
2024-07-01,IMPS - House Rent Jul,House Rent,16954.0,Rent
2023-11-23,Myntra,Myntra,3400.0,Shopping
2025-08-22,Movie Ticket 204,BookMyShow,322.81,Entertainment
2025-10-10,MedPlus TRN 10168,MedPlus,1428.0,Health
2023-11-02,Ola Cabs,Ola,250.0,Transport
2024-10-30,swiggy,Swiggy,310.0,Food & Drink
2025-02-21,H&M Retail Purchase,H&M,2727.0,Shopping
2024-11-09,swiggy food,Swiggy,620.0,Food & Drink
2025-07-19,ACT Fibernet Bill,ACT Fibernet,1049.0,Utilities
2023-06-26,UPI to Friend 939,UPI,520.02,Miscellaneous
2024-11-15,Ola Cabs 2346,Ola,330.0,Transport
2025-01-24,Lab Test 907,Thyrocare,1181.09,Health
2024-02-14,Dominos,Dominos,690.0,Food & Drink
2025-05-08,Rent Payment 552,Owner,19857.48,Rent
2025-10-13,Apollo Pharmacy,Apollo Pharmacy,600.0,Health
2025-01-28,BigBazaar Purchase,BigBazaar,2853.0,Groceries
2025-07-04,Zomato order,Zomato,770.0,Food & Drink
2024-10-02,Reliance Fresh Pvt Ltd,Reliance Fresh,1250.0,Groceries
2025-12-11,Dominos Bill,Dominos,912.0,Food & Drink
2025-07-23,Spotify AB 10263,Spotify,129.0,Subscriptions
2024-01-30,MedPlus,MedPlus,210.0,Health
2024-08-19,Dominos Pizza,Dominos,840.0,Food & Drink
2023-01-18,flipkart,Flipkart,2900.0,Shopping
2025-07-10,Rapido 2411,Rapido,130.0,Transport
2025-10-30,BigBazaar,BigBazaar,3300.0,Groceries
2023-01-07,Reliance Fresh Purchase 10129,Reliance Fresh,3350.0,Groceries
2024-11-26,IMPS - House Rent Nov,House Rent,22253.0,Rent
2024-04-02,Water Tax 828,CMWSSB,161.28,Bills
2023-02-01,Amazon Order 3247,Amazon,2188.0,Shopping
2023-11-01,Zomato Order #2346,Zomato,410.0,Food & Drink
2024-01-12,Zomato order 7765,Zomato,628.0,Food & Drink
2024-06-08,Credit Card Bill 952,HDFC Bank,5383.2,Bills
2025-10-05,Doctor's Visit,Local Clinic,800.0,Health
2025-06-14,Swiggy,Swiggy,430.0,Food & Drink
2024-07-29,Rapido 2407,Rapido,90.0,Transport
2023-11-21,Amusement Park 942,Wonderla,1192.62,Entertainment
2025-02-21,Pizza Hut Bill,Pizza Hut,759.0,Food & Drink
2025-12-24,Charity Donation 897,Charity,955.08,Miscellaneous
2024-03-18,Dunzo,Dunzo,860.0,Groceries
2025-01-15,AIRTEL BROADBAND FTTH 10101,Airtel Broadband,1413.0,Utilities
2025-07-19,AIRTEL RECHARGE 10258,Airtel,220.0,Bills
2024-01-08,BMS Ticket 10103,BookMyShow,2419.0,Entertainment
2025-02-01,House Rent Apr,House Rent,21861.96,Rent
2023-11-17,Water Tax 896,CMWSSB,136.63,Bills
2025-09-27,Local Tea Stall,Local Tea Shop,70.0,Food & Drink
2025-11-16,amazon.in,Amazon,999.0,Shopping
2023-03-21,Zomato order 1629,Zomato,436.0,Food & Drink
2025-07-14,Apollo Pharmacy,Apollo Pharmacy,290.0,Health
2025-02-13,Amazon.in,Amazon,1800.0,Shopping
2025-03-17,Apollo Pharmacy,Apollo Pharmacy,390.0,Health
2024-10-19,Zomato,Zomato,330.0,Food & Drink
2024-02-01,NETFLIX.COM 1234,Netflix,199.0,Subscriptions
2025-09-13,Microsoft 365 renewal 10099,Microsoft 365,712.0,Subscriptions
2024-12-12,Zomato order 4066,Zomato,517.0,Food & Drink
2023-03-01,Flipkart Order 2831,Flipkart,2035.0,Shopping
2023-10-14,Streaming Sub 709,Netflix,209.94,Entertainment
2025-02-19,zomato,Zomato,300.0,Food & Drink
2024-11-08,BigBazaar Purchase,BigBazaar,3250.0,Groceries
2023-03-26,More Supermarket Purchase,More Supermarket,2191.0,Groceries
2025-10-03,Movie Ticket 705,BookMyShow,301.08,Entertainment
2025-04-03,Myntra Retail,Myntra,8078.0,Shopping
2024-02-23,Fuel at Shell,Shell,2762.0,Transport
2024-11-22,Swiggy,Swiggy,410.0,Food & Drink
2023-01-27,ORDER BLINKIT 10035,Blinkit,825.0,Groceries
2025-06-18,Apollo Pharmacy TRN 10217,Apollo Pharmacy,2425.0,Health
2025-10-27,Ola Ride,Ola,240.0,Transport
2024-01-17,Doctor Visit,Local Clinic,1236.0,Health
2025-06-26,Streaming Sub 229,Netflix,204.08,Entertainment
2025-10-29,Apollo Pharmacy,Apollo Pharmacy,550.0,Health
2023-06-25,Repair Services 969,Urban Company,437.5,Miscellaneous
2024-04-27,Shell Fuel,Shell,2000.0,Transport
2023-03-04,Rapido Ride 7349,Rapido,145.0,Transport
2023-08-07,Payment to McDonald's,McDonald's,1166.0,Food & Drink
2024-11-21,BigBazaar,BigBazaar,2600.0,Groceries
2025-07-07,Postpaid Bill 853,Airtel,452.59,Bills
2024-01-09,Uber Auto 10181,Uber,147.0,Transport
2025-12-08,Amusement Park 461,Wonderla,1135.21,Entertainment
2023-01-24,Uber Ride 7414,Uber,143.0,Transport
2025-12-08,MedPlus Bill,MedPlus,370.0,Health
2023-10-23,Swiggy,Swiggy,390.0,Food & Drink
2025-03-17,Swiggy order 7741,Swiggy,324.0,Food & Drink
2023-11-06,PG Rent Jan,Stanza Living,8242.25,Rent
2025-02-15,More Supermarket Purchase,More Supermarket,2250.0,Groceries
2023-10-18,Gym Supplement 258,HealthKart,2417.59,Health
2023-05-11,Flat Rent Oct,Landlord,17378.66,Rent
2023-06-19,swiggy,Swiggy,400.0,Food & Drink
2024-01-13,More Supermarket,More Supermarket,2500.0,Groceries
2023-11-17,Mobile Recharge 750,Jio,290.45,Bills
2025-03-14,Swiggy order 6931,Zomato,236.0,Food & Drink
2024-04-21,Water Tax 381,CMWSSB,138.22,Bills
2025-11-25,Groceries from Dunzo,Dunzo,950.0,Groceries
2023-08-11,Rent Payment 471,Owner,22034.74,Rent
2023-01-30,Pizza Hut Bill,Pizza Hut,569.0,Food & Drink
2024-10-28,Swiggy Instamart,Swiggy,420.0,Groceries
2023-03-02,Courier Charges 986,DTDC,90.29,Miscellaneous
2025-01-01,Rent Payment 539,Owner,21949.37,Rent
2023-09-01,Medicines 677,Apollo,322.39,Health
2025-04-30,swiggy instamart,Swiggy,450.0,Groceries
2023-03-17,Uber Auto,Uber,150.0,Transport
2023-10-13,PVR Cinemas,PVR Cinemas,490.0,Entertainment
2025-02-21,Water Tax 254,CMWSSB,163.51,Bills
2023-03-10,Licious Purchase,Licious,812.0,Groceries
2025-02-03,Fuel at Indian Oil,Indian Oil,1730.0,Transport
2024-03-20,Gym Membership,Fitness First,2500.0,Health
2024-12-21,Swiggy Instamart,Swiggy,509.0,Groceries
2023-11-15,AIRTEL RECHARGE 10131,Airtel,220.0,Bills
2024-03-19,Gas Cylinder 455,Indane,1029.18,Bills
2024-12-10,Myntra Order 6389,Myntra,3752.0,Shopping
2023-01-19,Dunzo Groceries,Dunzo,1186.0,Groceries
2023-07-05,JIO RECHARGE 10239,Jio,752.0,Bills
2024-04-10,Cafe Coffee Day,Cafe Coffee Day,380.0,Food & Drink
2024-06-08,Gaming Currency 889,Steam,521.22,Entertainment
2025-05-02,House Rent,House Rent,22000.0,Rent
2023-09-30,Order #10119 from Zomato,Zomato,714.0,Food & Drink
2025-12-11,Swiggy order 2351,Swiggy,733.0,Food & Drink
2024-09-06,Courier Charges 613,DTDC,108.34,Miscellaneous
2023-12-21,Concert Ticket 995,Insider,1421.3,Entertainment
2025-03-24,Ola Ride 4181,Ola,161.0,Transport
2023-05-12,Gym Supplement 817,HealthKart,2291.7,Health
2025-10-19,Milk delivery,Local Mart,1200.0,Groceries
2025-06-30,Concert Ticket 405,Insider,1390.04,Entertainment
2025-11-11,INOX TICKET 10056,INOX,1048.0,Entertainment
2023-02-21,Uber Ride 20250221,Uber,170.0,Transport
2024-01-28,Payment to Cafe Coffee Day,Cafe Coffee Day,779.0,Food & Drink
2024-03-14,Gift Purchase 375,Archies,470.86,Miscellaneous
2024-10-24,Amazon Prime,Amazon Prime,299.0,Subscriptions
2023-11-22,Gas Cylinder 714,Indane,1018.35,Bills
2024-02-24,Printout 470,Xerox Shop,54.96,Miscellaneous
2024-05-07,House Rent,House Rent,22000.0,Rent
2023-03-12,Cafe Coffee Day Bill,Cafe Coffee Day,294.0,Food & Drink
2023-08-18,Ola Cabs,Ola,270.0,Transport
2025-12-21,Repair Services 799,Urban Company,409.36,Miscellaneous
2025-01-10,Amazon Prime renewal,Amazon Prime,299.0,Subscriptions
2024-03-02,Water Tax 515,CMWSSB,157.28,Bills
2023-07-16,H&M RETAIL,H&M,3029.0,Shopping
2024-03-13,Ola Ride 7083,Ola,252.0,Transport
2025-07-27,Starbucks,Starbucks,560.0,Food & Drink
2023-04-21,Gaming Currency 330,Steam,468.34,Entertainment
2024-08-22,Courier Charges 165,DTDC,93.82,Miscellaneous
2023-05-20,BMS Ticket 10180,BookMyShow,2419.0,Entertainment
2023-06-10,Monthly Rent 988,NoBroker,18222.55,Rent
2024-06-20,Lab Test 836,Thyrocare,1107.03,Health
2023-02-28,Myntra Order 4976,Myntra,1673.0,Shopping
2025-03-14,Ola Ride ID10094,Ola,233.0,Transport
2025-09-30,TNEB Bill,TNEB,1250.0,Utilities
2023-04-19,swiggy food,Swiggy,690.0,Food & Drink
2025-02-06,Rapido,Rapido,170.0,Transport
2024-12-18,JIO RECHARGE 10052,Jio,290.0,Bills
2024-01-08,ACT Fibernet Bill,ACT Fibernet,1049.0,Utilities
2025-02-15,Swiggy order 7760,Swiggy,748.0,Food & Drink
2025-02-19,PG Rent Sep,Stanza Living,7467.58,Rent
2023-12-27,Swiggy order 3591,Swiggy,517.0,Food & Drink
2024-10-17,Ola Cabs 2354,Ola,350.0,Transport
2024-02-14,Amazon.in,Amazon,2400.0,Shopping
2023-10-11,Apollo Pharmacy,Apollo Pharmacy,640.0,Health
2023-01-15,BigBazaar Purchase,BigBazaar,2789.0,Groceries
2023-01-31,ORDER #10040 FROM SWIGGY,Swiggy,437.0,Food & Drink
2025-01-11,CMRL Metro Card Recharge,Chennai Metro,353.0,Transport
2023-07-30,Credit Card Bill 992,HDFC Bank,4519.54,Bills
2024-05-19,Streaming Sub 111,Netflix,182.34,Entertainment
2024-01-04,Swiggy Instamart,Swiggy,519.0,Groceries
2025-03-21,FLIPKART Order FK2408,Flipkart,610.0,Shopping
2025-09-10,Amazon.in Order AMZ932,Amazon,2299.0,Shopping
2025-07-23,Netflix,Netflix,199.0,Subscriptions
2024-07-11,Rapido Ride ID10247,Rapido,124.0,Transport
2023-03-23,Groceries from Dunzo,Dunzo,960.0,Groceries
2025-03-09,Rapido Ride 7644,Rapido,124.0,Transport
2023-10-18,Charity Donation 544,Charity,1040.72,Miscellaneous
2023-06-06,Licious Purchase 10201,Licious,751.0,Groceries
2024-10-13,Gift Purchase 432,Archies,480.68,Miscellaneous
2023-09-05,Amazon.in Order AMZ933,Amazon,2399.0,Shopping
2024-05-30,Flat Rent Jan,Landlord,19659.64,Rent
2025-01-30,Order Dunzo 10039,Dunzo,1065.0,Groceries
2023-04-19,BSNL Bill,BSNL,799.0,Utilities
2024-04-01,Zomato order 7226,Swiggy,411.0,Food & Drink
2025-12-06,NETMEDS BILL,Netmeds,2541.0,Health
2025-12-22,Amazon Order 8361,Amazon,2138.0,Shopping
2023-09-12,Reliance Fresh,Reliance Fresh,1100.0,Groceries
2025-09-30,Electricity Bill 605,TNEB,1159.32,Bills
2025-10-17,amazon.in purchase,Amazon,899.0,Shopping
2025-08-27,RAPIDO RIDE 2315,Rapido,110.0,Transport
2023-11-28,Dental Checkup 250,Clove Dental,741.71,Health
2024-05-22,Stationery 445,Local Shop,119.51,Miscellaneous
2023-08-05,Repair Services 377,Urban Company,384.61,Miscellaneous
2025-01-23,Courier Charges 442,DTDC,105.42,Miscellaneous
2023-05-09,UPI to Friend 705,UPI,455.87,Miscellaneous
2023-05-20,Rent Payment 412,Owner,21138.29,Rent
2025-01-05,Lab Test 918,Thyrocare,1280.38,Health
2024-10-04,PG Rent Apr,Stanza Living,8554.23,Rent
2023-02-20,Croma.com Inv#10066,Croma,6511.0,Shopping
2024-04-03,Cafe Coffee Day Bill,Cafe Coffee Day,483.0,Food & Drink
2024-09-23,Zomato order 9933,Zomato,340.0,Food & Drink
2024-05-09,Cafe Coffee Day,Cafe Coffee Day,390.0,Food & Drink
2023-10-12,swiggy instamart,Swiggy,350.0,Groceries
2024-03-11,ZARA Retail Purchase,Zara,4311.0,Shopping
2024-05-04,Reliance Fresh,Reliance Fresh,980.0,Groceries
2025-03-13,uber trip,Uber,210.0,Transport
2024-06-03,Swiggy,Swiggy,440.0,Food & Drink
2025-10-13,Uber Auto,Uber,110.0,Transport
2024-02-06,Streaming Sub 184,Netflix,213.51,Entertainment
2025-03-21,PVR Cinemas Transaction,PVR Cinemas,661.0,Entertainment
2025-12-16,The Hindu Subscription,The Hindu,999.0,Subscriptions
2025-07-25,Netflix,Netflix,199.0,Subscriptions
2025-11-18,Medicines 552,Apollo,332.03,Health
2025-03-01,Concert Ticket 870,Insider,1585.01,Entertainment
2024-07-08,Apollo Pharmacy,Apollo Pharmacy,250.0,Health
2024-01-20,amazon.in,Amazon,1499.0,Shopping
2025-06-12,Croma.com Inv#10209,Croma,6907.0,Shopping
2023-02-27,Fuel at IOCL,Indian Oil,3000.0,Transport
2024-04-08,Myntra,Myntra,4100.0,Shopping
2023-10-20,Amazon Prime,Amazon Prime,299.0,Subscriptions
2023-09-27,Flipkart Order FK10004,Flipkart,3891.0,Shopping
2024-01-16,MedPlus Bill,MedPlus,390.0,Health
2024-08-30,Gift Purchase 413,Archies,484.13,Miscellaneous
2023-01-05,House Rent,House Rent,22000.0,Rent
2023-02-03,Swiggy order 5725,Swiggy,517.0,Food & Drink
2024-12-15,Ola Ride 7083,Ola,257.0,Transport
2024-01-30,Apollo Pharmacy Bill,Apollo Pharmacy,437.0,Health
2023-12-09,Myntra Order 4731,Myntra,2068.0,Shopping
2024-08-09,amazon pay,Amazon,830.0,Shopping
2024-08-03,Fuel at IOCL Bill 10277,Indian Oil,2955.0,Transport
2025-04-14,Order Dunzo 10134,Dunzo,873.0,Groceries
2024-11-12,swiggy instamart,Swiggy,380.0,Groceries
2024-06-14,Courier Charges 951,DTDC,107.39,Miscellaneous
2025-09-11,RAPIDO RIDE ID10171,Rapido,133.0,Transport
2024-12-28,More Supermarket Purchase,More Supermarket,2191.0,Groceries
2023-11-29,Charity Donation 571,Charity,1002.79,Miscellaneous
2023-05-28,Reliance Fresh,Reliance Fresh,1080.0,Groceries
2024-11-29,Monthly Rent 439,NoBroker,19211.62,Rent
2023-09-27,Streaming Sub 774,Netflix,204.85,Entertainment
2024-11-30,Rapido,Rapido,120.0,Transport
2025-02-04,House Rent Oct,House Rent,18593.85,Rent
2023-10-23,Uber,Uber,180.0,Transport
2023-09-03,BigBazaar Purchase,BigBazaar,3900.0,Groceries
2025-12-15,Flat Rent Aug,Landlord,18947.96,Rent
2023-04-25,Gym Membership,Fitness First,2500.0,Health
2025-10-25,Bowling 519,Amoeba,434.33,Entertainment
2024-10-11,Broadband Bill 359,ACT Fibernet,1017.29,Bills
2023-12-07,RAPIDO RIDE 2311,Rapido,115.0,Transport
2025-01-28,KFC BILL 10161,KFC,601.0,Food & Drink
2025-02-24,Licious,Licious,700.0,Groceries
2025-04-05,PVR Cinemas Ticket 10123,PVR Cinemas,953.0,Entertainment
2024-03-07,SWIGGY FOODS,Swiggy,742.0,Food & Drink
2024-01-12,Local Tea Shop Bill,Local Tea Shop,76.0,Food & Drink
2023-03-07,Rent Payment 336,Owner,22000.35,Rent
2024-01-05,flipkart,Flipkart,3100.0,Shopping
2025-10-28,Order Blinkit 10157,Blinkit,781.0,Groceries
2025-04-27,Water Tax CMWSSB,CMWSSB,234.0,Utilities
2023-01-31,Pizza Hut,Pizza Hut,960.0,Food & Drink
2024-01-02,Zomato Order #2348,Zomato,510.0,Food & Drink
2023-08-19,Disney+ Hotstar,Hotstar,499.0,Subscriptions
2025-01-27,flipkart,Flipkart,3000.0,Shopping
2023-01-14,More Supermarket,More Supermarket,2250.0,Groceries
2023-04-26,swiggy food,Swiggy,680.0,Food & Drink
2023-08-24,Concert Ticket 411,Insider,1358.38,Entertainment
2025-01-21,ZARA Retail Purchase,Zara,4818.0,Shopping
2024-09-23,UPI to Friend,Miscellaneous,5000.0,Miscellaneous
2024-03-03,Uber Auto,Uber,170.0,Transport
2023-05-23,UPI to Friend 10184,Miscellaneous,6500.0,Miscellaneous
2024-12-13,Disney+ Hotstar,Hotstar,499.0,Subscriptions
2024-11-21,amazon pay,Amazon,800.0,Shopping
2024-10-09,Gaming Currency 132,Steam,450.06,Entertainment
2023-06-30,TNEB Bill Pay,TNEB,1390.0,Utilities
2024-10-25,Monthly Rent 792,NoBroker,18505.03,Rent
2023-05-22,Repair Services 625,Urban Company,368.76,Miscellaneous
2023-09-28,Doctor Visit,Local Clinic,1236.0,Health
2025-07-17,Zomato Order #2351,Zomato,370.0,Food & Drink
2025-03-26,House Rent Mar,House Rent,20000.0,Rent
2023-02-04,CMRL TOPUP 10046,Chennai Metro,453.0,Transport
2024-02-22,Fuel IOCL,Indian Oil,2300.0,Transport
2024-10-22,Spotify AB 92392,Spotify,119.0,Subscriptions
2024-02-08,Amazon.in,Amazon,2100.0,Shopping
2023-11-19,Spotify AB 10110,Spotify,129.0,Subscriptions
2025-06-13,Gift Purchase 756,Archies,468.79,Miscellaneous
2024-08-04,Licious Purchase 10279,Licious,995.0,Groceries
2025-04-06,Postpaid Bill 941,Airtel,476.58,Bills
2023-02-13,PVR Cinemas Transaction,PVR Cinemas,697.0,Entertainment
2023-08-10,IMPS - Rent Aug,House Rent,22000.0,Rent
2024-10-01,NETFLIX.COM,Netflix,199.0,Subscriptions
2024-07-18,Order Dunzo 10257,Dunzo,873.0,Groceries
2023-11-24,TNEB Bill,TNEB,1050.0,Utilities
2023-05-27,Printout 763,Xerox Shop,48.47,Miscellaneous
2025-02-11,Gas Cylinder 782,Indane,1178.37,Bills
2024-03-08,uber auto,Uber,105.0,Transport
2024-04-04,Uber Ride 5262,Uber,217.0,Transport
2025-02-20,Myntra Order 1930,Myntra,3333.0,Shopping
2024-02-28,Doctor Consultation 934,Practo,500.84,Health
2024-09-17,BookMyShow,BookMyShow,830.0,Entertainment
2024-04-04,Swiggy Instamart,Swiggy,519.0,Groceries
2024-01-10,Monthly Rent 874,NoBroker,19456.54,Rent
2024-02-21,Fuel IOCL,Indian Oil,2800.0,Transport
2023-03-25,TNEB Bill,TNEB,1227.0,Utilities
2025-02-07,More Supermarket Store Bill,More Supermarket,2924.0,Groceries
2024-01-07,More Supermarket,More Supermarket,1950.0,Groceries
2023-02-15,Milk delivery,Local Mart,1280.0,Groceries
2024-03-22,NETFLIX.COM 5678,Netflix,199.0,Subscriptions
2023-10-02,Doctor's Visit,Local Clinic,800.0,Health
2023-02-02,Rapido,Rapido,125.0,Transport
2023-03-04,Uber Ride 7644,Uber,323.0,Transport
2024-06-30,Swiggy,Swiggy,470.0,Food & Drink
2025-09-14,Apollo Pharmacy,Apollo Pharmacy,580.0,Health
2023-12-12,Gym Supplement 645,HealthKart,2416.41,Health
2023-03-13,PVR Cinemas,PVR Cinemas,670.0,Entertainment
2024-01-22,Payment to Starbucks,Starbucks,1065.0,Food & Drink
2024-12-06,Rent Payment 113,Owner,21414.38,Rent
2024-05-26,Printout 519,Xerox Shop,52.23,Miscellaneous
2025-01-07,Myntra Order 2649,Myntra,2908.0,Shopping
2023-12-17,Swiggy order 7765,Swiggy,519.0,Food & Drink
2025-05-27,House Rent,House Rent,22000.0,Rent
2024-02-24,Swiggy order 8410,Swiggy,610.0,Food & Drink
2024-12-20,Movie Ticket 935,BookMyShow,282.99,Entertainment
2023-08-11,NETMEDS BILL,Netmeds,2541.0,Health
2024-12-20,Mobile Recharge 121,Jio,311.2,Bills
2025-09-08,Flat Rent Aug,Landlord,17971.53,Rent
2023-06-10,Uber,Uber,140.0,Transport
2025-11-08,NETMEDS BILL,Netmeds,2035.0,Health
2023-06-26,PAYMENT TO MCDONALD'S,McDonald's,836.0,Food & Drink
2023-10-12,Printout 709,Xerox Shop,54.83,Miscellaneous
2024-01-20,More Supermarket,More Supermarket,2000.0,Groceries
2023-09-06,Medicines 441,Apollo,327.0,Health
2023-01-24,Uber Ride 8443,Uber,220.0,Transport
2023-07-28,Zomato order,Zomato,780.0,Food & Drink
2024-09-10,UPI to Friend,Miscellaneous,3000.0,Miscellaneous
2025-03-31,Flipkart Order 2062,Flipkart,4334.0,Shopping
2025-01-03,Dominos Bill,Dominos,773.0,Food & Drink
2025-06-19,Amazon.in Order AMZ10219,Amazon,1818.0,Shopping
2024-12-18,Ola Ride 9390,Ola,282.0,Transport
2024-05-01,IMPS - House Rent May,House Rent,18490.0,Rent
2024-05-30,Zomato order 5833,Zomato,530.0,Food & Drink
2025-10-09,Gaming Currency 486,Steam,504.01,Entertainment
2023-08-13,BigBazaar,BigBazaar,4100.0,Groceries
2023-09-17,Charity Donation 403,Charity,1084.78,Miscellaneous
2024-12-25,Gym Supplement 672,HealthKart,2380.61,Health
2025-10-08,Rapido,Rapido,115.0,Transport
2024-09-06,Amusement Park 362,Wonderla,1244.92,Entertainment
2023-01-24,Dominos Pizza,Dominos,820.0,Food & Drink
2024-05-18,Steam Purchase,Steam Games,1499.0,Entertainment
2025-09-10,Swiggy Instamart,Swiggy,510.0,Groceries
2025-11-25,Subscr The Hindu,The Hindu,1299.0,Subscriptions
2025-06-03,Fuel at IOCL Bill 10198,Indian Oil,2083.0,Transport
2025-08-20,Disney+ Hotstar,Hotstar,499.0,Subscriptions
2025-10-12,Credit Card Bill 456,HDFC Bank,4998.71,Bills
2023-07-11,Ola Cabs 2351,Ola,215.0,Transport
2024-01-08,flipkart,Flipkart,1700.0,Shopping
2025-08-06,RAPIDO RIDE 2316,Rapido,100.0,Transport
2023-03-13,uber auto,Uber,155.0,Transport
2023-01-10,Zomato order 2516,Zomato,316.0,Food & Drink
2023-07-06,Postpaid Bill 241,Airtel,507.67,Bills
2023-07-13,Pizza Hut Bill 10250,Pizza Hut,523.0,Food & Drink
2024-03-22,Pizza Hut Bill,Pizza Hut,546.0,Food & Drink
2023-02-02,Swiggy Instamart,Swiggy,422.0,Groceries
2024-08-01,H&M Purchase,H&M,2799.0,Shopping
2023-04-26,swiggy food,Swiggy,630.0,Food & Drink
2024-01-13,Swiggy order 7226,Swiggy,411.0,Food & Drink
2025-03-11,Postpaid Bill 395,Airtel,479.39,Bills
2024-12-06,Dunzo,Dunzo,850.0,Groceries
2024-02-25,uber auto,Uber,110.0,Transport
2025-04-19,Flat Rent Sep,Landlord,17038.78,Rent
2023-03-02,Apollo Pharmacy Bill,Apollo Pharmacy,472.0,Health
2024-05-20,Zomato order 5831,Zomato,510.0,Food & Drink
2024-04-25,Reliance Digital Retail,Reliance Digital,7029.0,Shopping
2025-04-21,Gaming Currency 298,Steam,548.63,Entertainment
2025-02-20,Google Cloud,Google,150.0,Subscriptions
2025-01-15,Dominos Bill,Dominos,828.0,Food & Drink
2024-01-20,Google Cloud,Google,150.0,Subscriptions
2025-12-20,Cafe Coffee Day Bill,Cafe Coffee Day,294.0,Food & Drink
2025-10-16,The Hindu Subscription,The Hindu,999.0,Subscriptions
2024-10-21,UPI to Friend 657,UPI,538.97,Miscellaneous
2024-08-04,amazon pay,Amazon,820.0,Shopping
2023-10-19,Apollo Pharmacy,Apollo Pharmacy,620.0,Health
2023-09-19,TNEB Bill,TNEB,1150.0,Utilities
2024-10-28,BMS TICKET 10152,BookMyShow,1619.0,Entertainment
2025-03-16,BigBazaar Purchase,BigBazaar,2068.0,Groceries
2023-01-15,Stationery 469,Local Shop,129.88,Miscellaneous
2023-06-28,House Rent Oct,House Rent,21367.0,Rent
2025-10-23,Rapido Auto 10153,Rapido,140.0,Transport
